word,count
يسجن,11
طلقاء,4
لظلم,3
لا يريدونها,1
الدوران,5
مفرغة,5
تنقلنا,1
النابع,1
تلقائي,2
إضاعة,5
الماشي,1
الإسقاط,2
الضوئي,2
الوسيلة,13
للسبورة,1
التقليدي,3
الأفلام,31
والمجسمات,1
كسند,1
بتعميمها,1
المداخلة,1
أنوه,4
كاملة . ونحن,1
تيزي,1
وزو,1
واطلب,1
العوام,6
الاختراقات,2
أخترقت,1
أيلول,10
وشركيات,1
شركيات,1
لقبور,1
الطقوس,3
أورثت,1
والمجوس,5
لأجدادكم,1
خيانتهم,7
وأجدادكم,3
يتحدد,1
افتعال,3
نطلبه,1
المتنيين,1
التريث,7
اثبتوا,2
لبنانيون,6
وبجدارة,2
أدلكم,1
ذلكم,4
استخدمها,1
توغلت,1
الساعتين,1
بتعليمات,4
الاعتذار,9
مهربة,1
نتقي,1
ساعاته,1
الشهود,3
الأمامي,1
العربة,3
وطالبهم,1
بالاعتصام,1
بحبله,2
العربية والإسلامية,2
وأنالهم,1
مجاهدة,4
عداوة,13
برهاناته,1
جولة,5
وسيتبع,1
مستجدات,2
عزلته,1
وعبئا,1
بول,1
بوت,1
بينوشيت,1
ابتلت,2
لا لشيء,2
ملوكنا,2
وعلمائنا,3
أضاحي,2
ولا تغادر,1
أحدا . اللهم,1
وإذا حصل,1
سنجبر,1
يا إخوة,4
ما أراه,1
فضائياتنا,1
وبجاحة,1
ليدمي,1
ويخزي,1
وعبيده,3
مرتزقا,1
مجبرا,5
مواجها,1
بصدره,1
العاري,1
ذر,5
نتشاطر,1
ونحكي,1
مغلوطا,1
للإرسال,1
المجنسون,1
الفاعور,1
تجنيسهم,1
حماها,1
الاستعمار الفرنسي,1
السكر,6
والدواء,13
ذلوه,1
واعتدوا,4
شرفه,3
جوعوهم,1
والذئاب,1
التفوا,3
لمؤسف,1
منعدم,1
فالمسؤولية,1
فالاحتجاج,1
فحرق,1
بلدية,5
تجتاح,2
متوقعه,1
ويحطم,4
يحطم,3
يسألونكم,1
عروبتنا,4
تتنعمون,1
وتنامون,1
تنامون,3
قصوركم,1
أسيرات,3
لدارفور,1
والاستقبال,1
واستفتاء,1
وإحداث,1
تعيق,2
وبرامج,3
ومعادن,1
المتاجرين,1
فرحوا,4
بهذه القرارات,1
والظفر,1
ما يخرج,1
لإستجابتكم,1
لنداءات,2
جود,1
ستعوض,5
سيلعبون,1
المشترين,1
يعيدون,5
تقارنوا,3
اف 16,1
قابلين,2
بش,1
إقحام,4
1992,4
الانتخابي,5
والخفية,1
رقم 130,1
نتعارك,1
كالأطفال,3
لمعرفته,1
كجزائرية,1
هو أن,2
كالمغرب,3
متأخرا,13
إمكانيته,1
الغيور,2
سالم,16
فالخلافات,1
ومادية,2
المستعان .,1
يحز في,1
براءة,10
فيعرف,1
يفوض,1
ليتكلم,3
فليرحل,3
والمرتشين,2
والطفيليين,1
مذعورين,1
فزعين,1
تراوغ,1
سلكنا,1
نكوّن,1
السابق .,1
بشعارها,1
لعبته,2
لتفكر,1
الشيعة ، السنة,1
القلة,13
الشاذة,2
المنبوذين,1
الوكالات,4
وعماد,1
يهدف,6
متحيز,1
فيبدأ,1
أجهضت,1
بمخازن,1
بالنفاد,1
وتحريض,5
نواياها,5
ناقل,1
للتنوير,1
مقداره,2
الرمضاء,2
وكلاهما,7
تلفزية,2
لأقوال,1
بشيطنة,1
تحاليل,2
لأمريكيين,1
وتحاليل,1
بترسيخ,1
يا سعدى,1
وإنصاف,2
ناضل,2
أباؤنا,1
اجل,2
تحقيقها,3
السحل,1
والاغتيال,1
وتاريخكم,1
ما نطالب,1
محاكمتكم,1
منذ عام,2
رأيك ؟,1
وهدوؤه,1
سلمية للنظام,1
جادة ، غير,1
بفترة زمنية,1
ينتزعه,1
ويعمله,1
يعمله,7
والاعتداء على,1
الاعتداءعلئ,1
إلغاء الطوارئ,1
الدلتا ؟ وما,1
ومشكلة,4
حوض,8
متسلقو,1
والتحامل,1
أضاعت,4
يختر,3
مواطنا,12
لونه,5
تروعونهم,1
أبناؤكم,4
وبخيولك,1
بخيولك,1
تدهسهم,1
سيلاقي,3
أجهضتم,1
مادا,2
تشكون,1
انصياعهم,1
وركوعهم,1
إملاءاتهم,1
استعباطا,1
الأوهام,7
جديدة أو,1
غريبة ، وقوموا,1
غزة ، وانصروا,1
المهدد,2
بالتهويد,1
القردة والخنازير,1
الشعب .,1
فالتغيير,1
بالاستقواء,1
وهده,1
نسمعها,6
للترهيب,1
والتخويف,5
وكدلك,1
والحالة,1
الاستثنائية,1
ودلك,1
للطعن,5
والاستحوادعلى,1
يعوا,9
التشتت,3
والتقوقع,3
الانتماءات,1
ونصلح,2
شأننا,5
فالعدو,3
والنهاية,7
متأكدين,4
خرقت,2
لا يشمل,1
وانتقام,2
مفاعلا,2
ميغا,2
نظريا,1
الاتفاقية,7
أو أمريكا,1
غرام,2
تزويدها,1
سعي,3
لامتلاك,3
الدورة,8
المتكاملة,1
لمفاعلاتها,1
والدورة,1
لا تملكها إلا بضع,1
صراعات,7
أزرنا,1
مجدنا,1
الأحساء,4
سكانية,1
وإصلاحات,2
جوهرية,2
تخرجهم,1
ومخلصون,1
ووطنيون,3
وتقدمهم,1
ونشاطهم,1
جعلتهم,7
حكامًا,1
لقنه,1
تنتهجها,1
سعت,5
وطأت,1
رجليها,1
زعيمها,1
اختصار,3
للطريق,2
وتسيهل,1
نحتقر,1
بالرسوم,1
مثلوا,2
بالخنزير,1
فيشاء,1
زحفًا,1
يا حسين,1
أجوركم,1
الفضل,8
قمر,12
فاضل,4
عقيلة,1
الطالبين,3
الحوراء,1
بطلة,5
الذله,1
للثاني,2
لا شرعية النظام,1
وتقلص,2
منسوب,1
وغرق,2
وتصحر,2
شرفائها,2
انقلي,2
للزعيم,2
مئتا,1
فيدينج,1
ويدبنغ,1
وللجزيرة,5
نبهت,1
والسكان,1
إنفلونزا,8
يتحور,1
ليعدي,1
وأقامت,1
الوزارة,9
الحملات,2
والتوعية,3
المخالطة,1
والخنازير,4
هذا المجتمع,1
المؤجورين,1
بالإنترنت,2
يقول لكم,2
رانا,1
وكلش,1
كلش,1
توحدوا,5
واحموا,1
تحديات,4
وعقبات,1
عقبات,1
لذلك ،,1
بروح,6
أولوياته,3
وهبي,1
للمكان,2
إخطاراتهم,1
لوحداتهم,1
ألويتهم,1
مكاتبهم,2
أولية,2
وبترول,1
شيء . والشعب,1
والمزرية,1
وشبعان,1
شبعان,2
الصحافين,1
قسمت,5
طائفتين,1
الأصابع,6
جوارا,1
مؤكدا,2
وقانوني,4
وإنساني,3
المنقول,1
الفقرة,6
مهجورة,2
إضرابا,5
بالإضراب,4
ختمت,2
مقالتك,3
بالخلاصة,1
والمفيد,2
المسئولية,3
وليتركوها,2
ومسئولية,1
وعنهم,1
ومعتصمين,1
وبفندق,1
فينيسيا,1
ومتشبثين,1
نظره,7
حديثه,5
كيفيه,1
بطريقه,3
مرحليه,1
وتصميم,5
فعاله,1
فرديه,1
لوفق,1
لتحت,1
لابد من,1
اهتمت,4
والإقليمية,6
بقضاياها,1
ينتقدها,6
بالمشاكل,2
منير,7
جينيا,3
ابتلاء من,1
تفشي,2
وانشغال,2
رياضيننا,1
بمستقبلهم,1
نمنع,1
بعلاقتكم,1
ومنتوجاتهم,1
منتوجاتهم,1
لا تقلق,1
لتقليل,2
الأحواز,14
وبدعوة,1
وباعة,3
يخدمهم,2
أقلامكم,4
والقلم,1
ثائر أحوازي,1
جاثم,2
أجسامنا,2
ومايزال,2
حسابها,2
يطمئن,3
المقتدرة,1
وستصلكم,1
التبرعات,7
سباقة,4
الخلوق,5
جرزية,1
فدائما,2
فجزاهم,2
معهودة,1
همسات,1
تحتكر,1
المصل,1
دونالد,1
رامسفيلد,1
السواحلية,1
ملكوها,1
يحسنوا,6
سيمضي,1
بمشاكله,1
العديدة,2
وآخرين,6
والخريف,1
تتربع,1
يستقر,2
الفلسطسنس,1
جانفي,1
أوت,1
ألغت,2
الضريبة,1
والرسوم,1
إحياء,7
اعتقاد,5
ويدخله,1
يدخله,4
خوارج,9
لا يجاوز,1
تراقيهم,1
يمرقون,1
يمرق,1
السهم,4
الرمية,3
المثقفة,3
تكسيرها,1
بومالة,1
بأبخس,4
لماذ,1
لتستمر,1
فاحذروا,9
الجزائر .,1
نرفعه,2
للمرور,1
بإستراتيجياتكم,1
المكشوفة,4
ويأمرون,1
مصطلح,12
التغير,12
الخفاء,14
للتنازل,4
100 سنة,1
وجز,1
لتغير,3
ابتلاها,1
سرطاني,4
وبمعارضة,1
بمعارضة,3
للمناعة,1
أطلال,4
الخيام,6
كلثوم,4
جروحي,1
تعجبني,6
أسمعها,1
المتسللين,2
فاستمروا,1
تتلوث,2
فلا نامت أعين الجبناء .,1
اعين,1
فيلسوفنا,1
تكريمه,1
البارع,4
توليهم,2
المشكور,2
سيزيل,2
العناء,2
يا عين,2
والمضطهدين,4
والأبرياء ، الذين,1
وبثكم,1
مخفية,2
شيء ، ونشكر,1
بقناتكم,1
إننا متبرؤون,1
ألحقت,2
بالقبائل,1
حاربو,2
الفرنسين,1
تأحذ,1
وقباقبو,1
قباقبو,1
وستضحي,1
ستضخي,1
العصيب,3
مبتكرة,1
لتبسيط,1
والتلقي,1
للدارسين,1
والدارسات,1
الإسلاميات,1
يحرمونهن,1
حقوقهن,1
مساواتهن,1
البركة,3
كلحظة,1
عابرة,4
لأبي مازن,1
ومر,3
القدومي,4
أبا مازن,1
وشغل,1
أبو مازن,3
مكالمات,1
تأمره,2
واشترى,1
ليدافعوا,3
للمثقفين,1
والمفكرين,8
والمصلحين,4
أطل,4
يهلل,5
لسمير,1
قنطار,1
رهان,3
ستبقي,2
دس,2
ومواطنيها,1
يرزحون,2
ويكدسه,1
بالبنوك,2
السويسرية,2
النظرة,13
اقترفتها,1
وزبانيتها,1
زبانيتها,2
والبلاهة,1
البلاهه,1
واجب شرعي,1
سيحمل,2
والمحاصرين,1
المحاصرين,12
فرنسي,15
لنسترجع,2
خذا,1
وبحروبهم,1
ونهبهم,3
ريدون,1
نرحل,2
بحربهم,2
لا نرى,7
والمأجورين,2
الماجورين,1
يتجمعون,2
بتصويرهم,1
للمحادثات,1
والمتابعة,5
سلوكها,1
والمستجير,1
تربو,1
فأبناء,4
هنانوا,2
أجراما,1
ويهجرهم,3
ويستجلب,2
فأبى,2
أبطالها,5
ينتفضوا,3
ففشار,1
الفسد,1
مهنة,12
ليمتهن,2
وأيدهم,3
وبنصر,1
الغم,3
تغمد,1
اسكنهم,1
وتجزيهم,1
الجزاء ، وتجعلهم,1
باختلاس,1
بالبنى,1
والصحة,4
وموالون,1
الصهيوشيعي,1
يا حامي,1
لتحاسبون,1
اريقت,1
وكنتم,2
خانعون,1
ما نقول,5
تأليه,5
علاقتكم,1
بالقدس,7
وأجبرهم,1
تأليهه,1
وسب,9
تخجلوا,2
لنبيل,1
أعطيتموها,1
وقبولكم,1
باستخفافه,1
واستمري,1
أعلني,1
فشلك,2
ويا الله,1
كفي,4
الأخرق,1
النيجيريين,1
ثأرهم,1
ينتقمو,1
متكافئ,1
370,1
أصححها,1
أظهرته,1
ويرسلهم,1
نعوش,2
وخسة,4
دمويون,1
حالكا,1
أسفي,6
سيكبرون,1
سيجلبه,1
وزعاماته,1
يدع,10
بإمكانكم,4
تصدروا,2
بيانا,2
ولفاضت,1
الشنيع,6
يناسبه,2
أجرهم,6
فأجرهم,1
أجره,4
يا مغاوير ، عليكم,1
ببشار السفاح,1
تقربوا,4
مولاكم,3
مولى,11
قد جمعوا لكم,1
أيمانا وقالوا حسبنا الله,1
بشار الممانع,1
وعمته,1
أمريكا ، وأهل,1
العقائد المنحرفة ، وقد,1
هو وشبيحته,1
مهلك,4
وابتغوا جهادكم,1
ومعاناتكم,1
محالة ، وعدوكم,1
العقيدة الفاسدة,1
تهلكه,1
عايشة,2
وشائفة,1
طبقوا,3
فأصدقها,1
قتلته,3
الحكومة الملطخة,1
أدعوه,2
والعام,1
ويشوف,2
مستحوذون,1
جامعيون,1
البيشمركة,2
انخرطوا,1
والصحوة,1
للمال,5
والظهور,3
٤٠٠ أمريكي,1
بالشهر,1
أنهكتهم,1
وقتلتهم,1
وحسمت,1
ماعاد,1
جدأ,1
"15,000",1
جاوز,1
"ال 125,000",1
ما تقع,1
بالرأس,2
لا الروس,1
ولا الغرب,1
ولا الصهاينة,1
للكفاح,1
أطالة,1
بمنظور,2
مخزون,4
لتفعيلها أثناء أي,1
مفعل,1
المشتعلة,3
المعضلة,3
لتطوير,3
قضيت,1
والهدوء,1
الهدوئ,1
المنقطعة,1
بتر,2
استقرارها,2
والانتصار,2
النتصار,1
وإمكانياتهم,1
إسناد,3
أوتيت,4
يستفزون,3
ولديهم,10
ويتلقون,2
ندعم,7
أدهشني,3
كاريكاتير,2
الكاريكاتير,1
وناشره,1
والحضاري,4
بحرائر,1
الطالبات,3
السعوديات,1
أبها وجامعة,1
عنهن,3
أباده,1
تريدونهم,2
يتسامحوا,1
يعيدوا,3
منطقيون,1
وطبيعيون,1
دراسته,4
وافية,1
حيدت,1
وطيران,3
ومدرعات,1
وخفيفة,1
مرتزقتهم,1
الألاف,2
ومحافظين,1
وأمناء,2
أفرع,3
فليرجع,1
سيری,1
جودت,2
باستعمالها,2
وبثا,1
لعدد,5
مألوف,2
الأكتاف,5
يطاف,1
ويغنون,4
أفتى,6
بواجب,3
بصغيرها,2
وكبيرها,2
بشبابها,3
وشيبتها,2
وبرجالها,2
اعتدوا,9
فاعتدوا,3
بتاعكو,1
بترشيد,1
للكتاب,3
والكتاب,4
بألوان,1
الطيف,2
للسكوت,3
إخلاص,5
للتخاذل,1
فلنكن,3
منطقيين,3
فارون,2
ويستفزون,1
تعطيهم,4
ومناطقهم,1
جاثما,2
وعزا,1
وأحلك,1
والفجر,1
فيجوز,1
اتحد,4
فالثروة,2
يبيعوها,1
ليضمنوا,2
متاعب,2
وقمعها,3
بتفجيراتها,1
ولاءنا,1
ولرسولك,1
سيصيبكم,1
سترتكب,1
ورخص,1
اجتمعت,5
الوزارية,3
وتحملت,1
تضاعفت,1
والاتفاقات,2
الكواليس,12
للحل,5
الذين عاهدوا,1
وعاهدوا,2
الوراثي,3
الوعر,1
الوعورة,1
والطبيعة,5
الجبلية,2
التنحة,1
نشيله,1
قيوم,5
وتمزق,2
سودا,1
بأكملهم,2
أصبحوا يعلمون,1
نكرهه,2
أرييل,1
محاربة إسرائيل,1
أو غير,2
منصورون,4
أحبتنا,2
مؤيدكم,1
بجهادكم,1
أوصلت,4
وجعلتها,1
مثقفيها,1
ومتعلميها,1
تصنف,3
المؤلفة,5
السنوي,4
نتبرأ,1
ونخجل,1
ثنايانا,1
أتطلب,1
ليخلصك,1
وقيامه,1
رفات,1
وجماجم,1
أقوام,2
صلاتهم,2
وصيامكم,1
صيامهم,1
الأوثان,1
للقارئ,6
منعطف,1
ثوري,6
متقدم,3
يلتزمون,3
بالحسم,3
راقبنا,1
صفوفا,1
طابورات,1
فمهزلة,1
ثقافتها,5
أوفقير,2
والبصري,1
بعزم,1
وسنرفع,1
واجهنا,1
بالاحتيال,1
أبوكم,2
سيقوله,1
الغاضب,2
فليقرؤوا,1
147,1
المائدة,4
تتساءل,4
والتابعة,2
فتشاهد,1
المسجلين,5
أسماء الباقين,1
بالإجمالي,1
8500,1
والمذبوحين,1
بطلق,2
اختطافه,3
سيعذبونه,1
خفف,4
يهبوا,4
استباحتها,1
يمتثل,1
واحمهم,1
العصابتين,1
الأفاك,1
حماقات,2
أوردغان,2
والحين,4
مسموعة,3
المهترئ,1
الشائنة,1
ومنتجاتهم,2
أسواقنا,2
والطلب,3
113,1
وولاءهم,2
وساقطون,1
لينتقم,2
وليكمل,1
كيماوية,2
تتظاهر,7
لتقاتل,2
منفذا,2
قتالها,1
يفهمكم,1
فليحرر,2
إلى هذا,3
يهدينا,3
وتخرس,1
مكشوفون,3
وأوراقكم,1
بالية,5
وأصواتكم,1
وكلامكم,2
البائدين,1
المسير,4
والخشوع,1
لأمره,2
الحاكمين,9
ارتباط,8
بموضوع,2
عملهم,10
لأخواننا,1
يتهكم,1
بالفيسبوكيين,1
والمعلوماتية,1
الا الله,1
لإغلاق,3
علمها,5
علماؤها,1
وإسالة,3
ولا راد,1
يحبونه,1
ويستغفرونه,1
لا ينصر,1
ولبس,2
وسعى,2
لودهم,1
منعتهم,2
شنو,4
نشربك,1
بالملعقة,1
أو غيره,3
وخلط,1
الأوارق,1
فيا حرام,1
سامحني,1
شهرك,1
المقاطعون,1
حللنا,1
القابلة,3
اللوائح,2
ناخب,5
هو 21 مليون,1
اضفنا,1
"25,5",1
عظاما,6
وأطباء,4
ومفكرين,1
وفنانين,2
عباقرة,5
بمصري,1
أحييكم,3
وشتتهم,1
شتتهم,1
إعادتهم,1
وصورة,5
تحملها,2
الشاشة,7
توهم,1
سرفيس,2
ركابه,1
وبداخله,1
تعطيها,1
والبطولية,1
بتحذير,1
ملاليم,3
المرتبات,1
لا يكفي,3
احتياجات,6
غالبيتهم,5
حظوة,1
بمزايا,1
يحزنني,8
المقطعة,1
والمشوهة,1
وجثامين,1
الأكف,1
بلا رجعة,1
يسقطها,1
العزيمة,3
الحراب,1
المتبادل,4
الإيضاح,1
المقبولين,1
المثمر,1
توتر,11
تذكيرا,1
الكف,4
والفكري,5
إطاعة,4
غازي,6
للشفقة,2
وأضعاف,2
اضعاف,1
وزجها,1
زجها,1
هنيئا للشهداء ؛ لأننا,1
سنموت,5
يا حمص,1
تصنعون,2
بدمائكم,6
ولا تتكلوا,1
سبحانه ، فوالله,1
أسرفت,1
وتنديس,1
تعرضي,1
وكنوع,1
للترويج,3
للتطرف,3
وألوان,1
ألوان,8
أعلامنا,1
المتداولة,2
وإسلامية,4
هاجسا,1
مخيفا,1
ومرعبا,1
مرعب,2
عالقا,1
أذاهننا,1
ومخيلتنا,1
مخليتنا,1
ظننا,5
أطلقت,9
يركبون,4
المرسيدس,3
سيدس,1
الشبح,1
نمرة,1
ومنذر,1
منذر,1
معلميهم,1
معلمهم,2
بإيجار,1
اجار,1
والمياه,2
للمنتجات,2
التكلفة,3
لأخرى,2
اخرى,5
ولأسباب,2
اسبب,1
خر,4
للفقر,5
مراقبيهم,1
وإيهامهم,2
فالمراقبون,1
بالمساواة,2
وطنيته,2
مطلبه,2
واستمرارها,1
بمطلبه ، ولا,1
نقيضا,1
صمتهم,2
وتخاذلهم,1
النتظاهرين,1
تغطياتكم,1
ضئيلة,2
بأخد,1
قومي,22
نلبي,1
لنمزق,1
ونجحت,5
وصنعاء,1
مؤقتة,8
لا يستطعيون,1
بالميلايين,1
لميلاين,1
ينعد,1
بالأصابع,1
الاصابع,1
بساعات,3
لاقوة,1
عائشين,1
حسابي,1
ومكتب,1
هاملنا,1
يعتني,1
لاقوه,1
سائبا,1
والديه,4
ليموت,3
يحضنون,1
أبل,33
للهواتف,1
سامسونغ,1
وسوني,1
آندرويد,1
مجانيا,1
عملاق,4
الهواتف,9
نوكيا,5
الويندز,1
الأيفون,9
بمنافسيها,1
سنكسح,1
طاهر,6
ولا تستحق,1
تعانيه,1
سنطهر,1
وسنبعث,1
للحبيب,2
اتركوهم,3
فسيأتي,2
سيسترد,1
وطغاة,4
ويفعلون,8
وعهدا,1
وتفصله,1
تفصله,1
ماضيه,3
يتاماهم,1
وأراملهم,1
اراملهم,1
اشفي,3
الأرحمين,2
الدويلات,4
بمليون,6
بالفاشلة,2
والمستعمرة,1
بالريموت,3
كونترول,1
فلكل,6
طيحنا,1
فمهل,1
وسريعة,3
الأقدر,2
يتبنى,10
والأسعد,1
للمبنى,1
هروبهم,2
سيفجر,2
شغتله,1
وأوباما,2
تتبعونه,1
تجاوزتم,3
فظهور,1
حبش,2
ليخلط,1
ولكسب,1
فأعطت,1
لمبادرتها,1
عليها تحويل,1
لتبرئة ذمتها أمام,1
ولاسيما,4
قوة فعلية,1
لردع,3
بالصومال,4
معاناته,1
المتناحرين,1
الملقاة,2
خرافات,2
أكدته,1
فوجئنا,1
ومدفعي,1
الحمد الله,3
شغالة,5
ويتحين,2
يتحين,1
للانقضاض,2
فرصته,1
ونفذ,6
جريمته,1
بالوسائل,4
تكفلها,1
والمرجو,2
والمتطوعين,3
باحتكار,2
وقمعه,3
بتحميل,2
تطبقات,2
اولار,1
ستوديو,1
مفيدة,7
خليجيين,2
نعتبرهم,4
مستهلكا,1
الملحوظ,3
للاستخبارات,3
والإسرائيلية,11
استغلالا,1
العاطفة,5
وتفعيل,1
اوسيئا,1
ولنساعده,1
سلبياته,2
مأساويا,1
بعلاج,1
لشيخ,2
فيلطلب,1
وعربا,2
ودوسوا,1
بإقدامكم,1
ولفوا,1
توابيت,1
ولا تدنسوها,1
ومصفحاتهم,1
ويعلقونه,1
صدورهم,8
القوادين,1
وبائعات,1
والانحطاط,5
دوسوا,1
والتقسيم,2
وتعني,1
باتفاقية,2
منتفض,1
الشيطاني,6
يعول,6
40 ألفا,1
أحصت,1
2496,1
أرشيف,5
نتساءل,2
خوضوا,1
الوعرة,2
جلبت,6
ولهذا اجتمع,1
بالسيدة,2
ليأمرها,1
المبجل,3
سيضطر,2
فعباس,2
فارس,22
مستسلمين,2
يقدسونه,1
دعاءكم,8
فسيعيش,1
ما اشتد,1
اهتفوا,2
أغث,1
السيد الأمين,1
العربية ، إن,1
عصابة الأسد,1
بإجرامه,1
للجامعة ، ولا,1
العربية وهي,1
مجتمعة بمقر,1
الجامعة . فها هي,1
بعثتكم,1
للتأكد من,1
المبادرة بتعتكم,1
يوما عن,1
بوجود المراقبين,1
وزن,12
قيمة ، وما وجودكم,1
كغطاء,1
ومرخص,1
وتوجههم,1
إلا من,1
يفتقرون,1
يحرضونه,1
ورطوا العراقيين,1
كرههم,6
والتخفي,1
كالعبيد,2
نهين,1
نشبههم,1
أصبحن,1
وغربه,1
تقلان,1
بالإنجازات,1
ونأتي,1
سيصحو,2
نومهم,3
نخذلكم,1
أكتبها,1
فالحقيقة الاعلام,1
تنصيبا,1
وتضليلا,4
تظليلا,1
ستنقلب,3
وستجابه,1
بمفردك,1
الأوامر ؛ فحياتك,1
بأغلى,4
وخلاصك,1
بالانشقاق,2
لباس,5
فسبعة,1
لترتيب,2
انضمامه,1
مفردات,1
يجسد,3
وينفذه,3
محترفون,1
التقليدية,9
بأشكالها,1
والقبلي,3
والزنداني,1
يواصلون,5
فهو مصطلح,1
كوبي,2
شيوعي,3
لتشي غيفارا,1
وصديقه,1
توريط,2
نزاع,6
أرادوها,3
اذا,26
يتبعه,6
مساءلة,4
بملء,5
بطشهم,1
بوعود,2
الأرعن,7
جندا,3
قادر يا الله,1
وإخوانا,1
وأخوات,3
وزوجات,2
تخلصونا,1
وبطانتهم,1
الحجم,9
وردم,1
بالجرافات,1
أمما,1
نحرر,5
سنحارب,1
لس,1
لماهر,1
يثقوا,3
وألقي,3
روعهم,1
سيسخر,1
ليسلم,1
وحفر,1
الأجسام,2
المفاجئ للقتلى,1
47,2
ستنخرط,2
طابور,5
المجدول,2
صفير,2
ما نستغربه,1
عملها ، هو,1
أدركنا,4
المؤامرة التي,1
كذوب,2
قوتان,1
لا تقهران,1
الممرات,2
واستخدامها,1
لتعبئة,1
يتفهمن,1
نصائح,2
الأرمن,4
عم يحاول,1
مهتما,1
ما يحسون,1
تعدت,3
مستحيلة,5
التتري,1
وتدميرا,2
قاتمة,2
سيتمنى,1
بالدور,2
إلهنا,3
وقيادتنا,2
متتالية,1
حصولهم,3
وتهاوي,1
ينج,1
ويسلم,2
وبشاعة,2
ووفاة,1
بقدائف,1
لا تؤثر,1
الغفوات,1
معزين,1
وصولاغ,1
المعممين,3
الصفوين,1
للأعاجم,1
وللروافض,1
تضامنوا,1
بأضعف,2
تأخذه,5
بلداننا,4
يطلقها,3
وبدأوا,5
يستخدمونه,4
كأداة,4
لجلب,4
تشعلون,1
عصيب,2
أردناها,1
وأرادها,1
وإداري,1
وانهيار,3
وديني,5
وممثلوه,1
وفتاوى,4
لحذاء,1
وتقبيلها,1
تقبيلها,1
فالقتل,2
خلفنا,1
وغرب,4
وكهنوتهم,1
كهنوتكم,1
وتنوحون,2
تنوحون,1
كالمطلقة,1
تفعلوه,2
يحبني,2
أظل,1
اقتراع,2
هذا الهبل,1
بجدراة,1
والفصل,3
الدراسي,3
مؤهلين,2
تصوره,2
تنحدر,3
رغد,4
عشرها,1
وإيمانا,2
وببلادنا,1
هدفنا,6
الهدفين,2
تحكمونا,3
الشهداء روت,1
فالشام,1
كالبلدان,1
وحاضرا,2
ومستقبلا,2
ومزورة,2
ومندسة,1
نلنا,3
وطهرنا,1
دنسهم,1
ودنس,1
واليابان,9
نهضت,6
الدولتان,7
وأصبحتا,1
وصناعية عظمى,1
لا يقره,1
ولا دين,3
وآزماتها,1
لتحقق,2
أغراضا,1
وأهدافا,2
بخافية,1
تحية من,1
ارتقت,1
رابع,6
تحريرهم,2
وانسحاب,1
أنفقت,4
لتحريرهم,2
للدهشة,2
وجدير,2
لقراءته,1
يحاك,3
وأرني,1
قائدكم,3
تتخذونه,1
سنقتله,1
وجرائمكم,1
المهزومون,1
أينما حل,1
فالشيشان,1
فماليزيا,1
فإندونيسا,1
فالهند,1
التعايش,11
فيلجأون,1
ويرجع لها,1
ويرجعلها,1
هؤلاء الإرهابيين,3
ما سبب,3
المطبخ,2
وسعوديون,1
يتخلصون,1
التعلق,2
والانجرار,1
ما تملك,1
فالحون,2
المهاترات,6
ولا تدفعوا,1
وتنبحون,1
لا تدفع,1
رواتب,10
بالقطاع,1
تدني,3
أجور,1
اتجاه,26
بالمطاعم,1
ما توفر,1
للمعيشة,2
رافعا,2
مؤخرته,1
السورريين,1
أعجبتهم,2
المؤخرات,1
والنيتو,3
يتقون,4
أنا لما شاهدت,1
بشبه,1
صدمة,5
تودي,2
مظهر,6
والمرضى,1
الأرتيرية,1
الملعونيين,1
سيخروجون,1
كما يخرج,1
يتوبوا,7
تمادي,2
وما زاد,1
مازاد,1
ما يجعل,2
متمسكا,6
وظنه,2
ظنه,3
التجوال,4
ممتلكات,8
والمخفي,3
مغفلا,1
وغبيا,1
منتفعا,1
يا ربي,6
رملت,1
يتموا,3
ثكلت,2
شاكلهم,1
وتجبروا,2
واستباحوا,4
وغرهم,1
وستنصرهم,1
بالأمارات,1
وأعشق,1
اعشق,1
وكفاية,9
اهلها,3
الإحصائية,7
خطا,6
يقرب,3
القائمون,7
التنبه,5
حمزة ، ورجل,1
ونجيب,2
نجيب,12
ساويرس,4
والطابور,1
للأقباط,2
شد,5
استراليا,1
التمتع,4
السارقة,1
دولنا إلى,1
وسحيجتها,1
وزعرانها,1
وهملها,1
وأبواقها,1
ومخابراتها,7
ودركها,1
المطايا,1
والحاشية,1
يؤثرون,2
سلبا,3
حلان,2
والأسرع,1
وممتلكات,1
الحاشية,2
والأمثل,1
يشاد,1
الماليزية,3
رديئة,3
ومستلزمات,5
الطالب,5
للتعليم,3
الرديئة,3
ويفتعل,1
فأحدث,1
فافتعل,1
وللغرابة,1
يتشبث,1
ورثها,2
بخمس,3
بقايا المخلوع,5
خصومهم,5
ستخدم,3
المولوتوف,1
بتبرير,2
واستضافة,1
مرتكبي,3
موقعة,7
فلتوا,1
استفيقوا,4
وتقلب,1
وتحل,2
وتكسب,2
والواجب,5
مخططة,3
وإطلاعهم,1
وممارساته,1
وشعبيا,1
التأثر,2
بالتكرار,1
ومراكمة,1
فنان,4
ويزيدك,1
ويجازيك,1
دفاعك,1
كريكاتيرات,1
الكريكاتيرات,1
يسبون,12
لتقولوا,1
دليلكم,1
والتحقير,2
فاحصدوا,1
وسكوتكم,1
وبالأحرى,2
طهر,3
والمدنسين,1
لضربات,1
وأقبية,1
يفقدون,3
